gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
OR4A16	ENSG00000181961	Olfactory receptor family 4 subfamily A member 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.027999999999999997	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
OR4F29	ENSG00000284733	Olfactory receptor family 4 subfamily F member 29				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
VCY1B	ENSG00000129862	Variable charge, Y-linked 1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0
OR4N5	ENSG00000184394	Olfactory receptor family 4 subfamily N member 5	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
OR4F3	ENSG00000230178	Olfactory receptor family 4 subfamily F member 3	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	
PAGE3	ENSG00000204279	PAGE family member 3	0.0	0.0		0.0		0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0
KRTAP4-5	ENSG00000198271	Keratin associated protein 4-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0
VCY	ENSG00000129864	Variable charge, Y-linked	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0
DEFB135	ENSG00000205883	Defensin beta 135	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.065	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
OR5B3	ENSG00000172769	Olfactory receptor family 5 subfamily B member 3	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.091	0.0	0.0	0.0
MYH8	ENSG00000133020	Myosin heavy chain 8	0.003	0.021	0.005	0.0		0.002		0.001	0.001	0.0	0.0	0.001	0.0		0.004	0.001	0.001	0.0	0.013999999999999999	0.025	0.0	0.002	0.003	0.001	0.008	0.0	0.001	0.0		0.001	0.0	0.0	0.001	0.013999999999999999	0.01		148.756	0.015	0.001	0.0	0.001	0.003	0.001					0.0	0.006	0.002	0.006	0.0	0.0	0.012	0.003		0.002
MYL1	ENSG00000168530	Myosin light chain 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.085		0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.008	0.018000000000000002	0.0	1663.111	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.006	0.0	0.019	0.0	0.0		0.0		0.0
CSRP3	ENSG00000129170	Cysteine and glycine rich protein 3		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.016	0.006999999999999999	0.05		0.0	0.0	0.0		0.0	0.002	0.0	0.001	0.0	0.0	0.0		0.015	0.0	0.006999999999999999		0.011000000000000001	0.0	0.0	130.36700000000002	0.0	0.0	0.005	0.034	0.005	0.0	0.0	0.0		0.0		0.005	0.004	0.017	0.0	0.0	0.025	0.0		0.0
CLPS	ENSG00000137392	Colipase	0.0	6269.264	0.0	0.0	0.0	0.0	0.0	0.027999999999999997	0.06	0.0	0.003	0.005	0.0	0.047		0.034	0.001	0.03	0.0	0.24600000000000002	4.647	0.519	0.004	0.0	0.0	0.0		7.9110000000000005		0.02	0.0		0.0	0.275		0.0	0.021	0.0		0.0	0.0	0.0	0.486	0.0	0.0		0.024	0.0			0.09	0.0		0.042			5.877000000000001
MYLPF	ENSG00000180209	Myosin light chain, phosphorylatable, fast skeletal muscle	0.0	0.16399999999999998	0.22699999999999998	0.0	0.122	0.065		0.044000000000000004	0.049	0.08199999999999999	0.2	0.049	0.08900000000000001	0.042	0.05	0.415	0.073	0.013000000000000001	0.147	0.038	0.043	0.0	0.023	0.20800000000000002	0.02	0.013000000000000001	0.0	0.096		0.098	0.0	0.251	0.028999999999999998	0.397	0.368	0.083	4657.309	0.03	0.066	0.065	0.129	0.065	0.01	0.016	0.0		0.06	0.095	0.14400000000000002	0.064	0.075	0.02	0.268	0.033	0.073		0.018000000000000002
CTRB2	ENSG00000168928	Chymotrypsinogen B2	0.0	2139.098	0.061	0.0	0.0	0.003	0.0	0.002	0.034	0.02		0.0	0.0	0.006	0.0	0.0		0.0	0.011000000000000001	0.006999999999999999	1.425	0.106	0.006999999999999999	0.0	0.0	0.0	0.02	3.4539999999999997	0.0	0.038		0.016	0.0	0.158	0.0	0.0	0.025	0.055999999999999994	0.0		0.038	0.0	0.031	0.021	0.0	0.0	0.0	0.0	0.001	0.002	0.013999999999999999		0.006999999999999999	0.0	0.0	0.095	2.484
CTRB1	ENSG00000168925	Chymotrypsinogen B1	0.0	1628.005	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.044000000000000004	0.0	0.0	0.0		0.0	0.008	0.02	0.005	0.0	0.0		0.302	0.006	0.0	0.048	0.0	0.0	2.373	0.0	0.0			0.0	0.073	0.021	0.0	0.08199999999999999			0.0	0.0	0.0	0.057999999999999996	0.0	0.0	0.084	0.019	0.037000000000000005	0.011000000000000001	0.001		0.019	0.012	0.0	0.0	0.0	1.666
MYOD1	ENSG00000129152	Myogenic differentiation 1		0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL40	ENSG00000157119	Kelch like family member 40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.053	0.0	0.0	38.363	0.031		0.0	0.0	0.0	0.0	0.033	0.012	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYBPC1	ENSG00000196091	Myosin binding protein C, slow type	0.026000000000000002	0.003	0.053	0.003	0.01		0.009000000000000001	0.013000000000000001	0.01	0.004	0.073	0.0		0.017	0.012	0.077	0.005	0.004	0.019		0.016	0.004	0.03			0.0	0.008	0.0		0.008	0.009000000000000001		0.021	0.021	0.018000000000000002	0.004	245.55	0.0	0.021	0.012	0.012	0.015	0.004		0.0		0.001	0.013000000000000001	0.008	0.009000000000000001	0.019	0.004	0.005	0.075	0.022000000000000002		0.071
MB	ENSG00000198125	Myoglobin	0.0	0.0		0.0	0.0	0.0		0.043	0.031	2.245	0.141	0.013000000000000001	0.0	0.0	0.106	0.212	0.136	0.043	0.052000000000000005	0.0	0.0	0.045	0.044000000000000004	0.0	0.055999999999999994	0.0	0.195	0.0		0.031	0.0	0.067	0.0	0.028999999999999998	0.484	0.0	1194.161	0.149	0.086	0.0	0.031	0.0	0.03	0.0	0.027000000000000003		0.035	0.32299999999999995	0.079	0.122	0.012	0.035	0.016	0.006			0.0
MRLN	ENSG00000227877	Myoregulin	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.046		0.0	0.0	0.099	0.0	0.077	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.079	0.0	0.0		0.065	0.0	0.0	203.628	0.0	0.0	0.055999999999999994		0.036000000000000004	0.0	0.0		0.6579999999999999	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0
MYOG	ENSG00000122180	Myogenin	0.0	0.012		0.027999999999999997	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.023		0.0		0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0		0.0	0.0	0.0	0.0	0.131	0.0	0.0	131.571	0.0	0.008	0.016	0.013999999999999999	0.0	0.0	0.0	0.0			0.0	0.009000000000000001	0.0	0.035	0.0	0.0	0.0	0.0		0.0
PRSS1	ENSG00000204983	Serine protease 1	0.0	1507.486	0.7759999999999999	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.017		0.0	0.0	0.0	0.027000000000000003	0.0	0.054000000000000006	0.114	0.0			0.0	0.0	0.0	0.0	0.0	1.794	0.035	0.08199999999999999	0.0	0.045	0.003	0.064	0.0	0.0	0.0	0.0		0.067			0.098	0.025	0.0	0.076	0.026000000000000002	0.0	0.027000000000000003	0.0	0.004	0.006999999999999999		0.0	0.0	0.0	1.525
MYL2	ENSG00000111245	Myosin light chain 2	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.018000000000000002	0.0	0.0	0.0		0.114	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.091	0.16899999999999998	0.0	157.125	0.0	0.0	0.028999999999999998	0.0	0.0	0.0	0.0		0.377	0.0	0.0	0.0	0.039	0.044000000000000004	0.0	0.0	0.009000000000000001	0.0	0.0	0.0
TNNT3	ENSG00000130595	Troponin T3, fast skeletal type	0.033	0.022000000000000002	0.091	0.1	0.16	0.057	0.23	0.141	0.067	0.498			1.02	0.005	0.146	0.28300000000000003		0.605	0.047	0.081	0.0	0.003	0.0		0.016	0.431	0.0	0.166	0.895	0.9009999999999999	0.10099999999999999	0.244	0.057999999999999996	0.185	1.07		2118.27	1.474	0.105	0.251	0.349	0.415	0.036000000000000004	0.61	0.33899999999999997	2.142	0.043	0.034	0.052000000000000005	0.062	0.128	0.002	0.05	0.015	0.042	0.027000000000000003	0.018000000000000002
CELA3B	ENSG00000219073	Chymotrypsin like elastase family member 3B	0.017	532.933	0.0		0.07400000000000001	0.024	0.027999999999999997	0.015	0.0	0.027999999999999997	0.005	0.0	0.0	0.0	0.013000000000000001	0.051	0.0	0.016	0.521	0.017	0.426	0.099	0.0	0.0	0.084	0.11	0.168	0.86	0.025		0.032	0.0	0.015	0.237	0.0	0.0	0.46	0.201	0.0	0.0	0.07	0.0	0.07400000000000001	0.0	0.0	0.03	0.0	0.0	0.001	0.0	0.054000000000000006		0.0	0.083	0.0	0.0	0.6709999999999999
REG3G	ENSG00000143954	Regenerating family member 3 gamma	0.07400000000000001	2058.325	0.146	0.013000000000000001	0.135	0.034	0.079		0.882	0.036000000000000004	0.0	0.053	0.043	0.0	0.179	0.017	0.121	0.243	0.069	0.08	1.607	0.051	0.48700000000000004		0.0	0.037000000000000005	1.2570000000000001	2.935	0.26	0.015	2.4459999999999997		0.0	0.961	0.033			0.0	0.0	1.264	0.326	0.218	0.083		0.40399999999999997	0.439	0.0	0.0	0.008	0.0	0.019	0.0	0.0		0.447	0.24	
CAV3	ENSG00000182533	Caveolin 3		0.0	0.059000000000000004	0.0	0.0		0.0		0.0	0.028999999999999998		0.033	0.0	0.0	0.0	0.023	0.016	0.0	0.11199999999999999	0.003	0.0	0.012	0.012		0.034	0.0	0.0		0.0	0.038	0.0	0.031	0.0	0.038		0.024	106.117	0.0	0.0	0.086	0.066	0.0	0.0	0.0	0.0	0.175	0.0	0.0		0.035	0.018000000000000002	0.0	0.0	0.0	0.0	0.0	0.0
ACTA1	ENSG00000143632	Actin, alpha 1, skeletal muscle	0.13699999999999998	2.322	0.129	0.099	0.228	0.213	0.306	0.066	0.159	0.203		0.257	0.221	0.376	0.23800000000000002		0.14800000000000002		0.23	0.253	0.242	0.163	0.107		0.374	0.267	0.048	1.271	0.036000000000000004		0.498			0.5660000000000001	0.078	0.83	1959.484	0.6890000000000001	0.091	0.484	0.6709999999999999	0.33399999999999996	0.081	0.46		3.43		0.04	0.047	0.055	0.065	0.042	0.064	0.11699999999999999	0.066		0.149
SYCN	ENSG00000179751	Syncollin	0.0	61.974		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.159			0.0	0.0		0.11599999999999999		0.0	0.0		0.0	0.0	0.077	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
ACTC1	ENSG00000159251	Actin, alpha, cardiac muscle 1	0.0	0.016	0.027999999999999997	0.003		0.006	0.0	0.008	0.018000000000000002	0.11900000000000001	0.047	0.16399999999999998	0.0	0.006999999999999999	0.009000000000000001	0.047	0.0	0.009000000000000001	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.032		0.018000000000000002	0.001	0.0	0.0	0.063	0.0	2.778	502.62699999999995	0.113	0.004	0.418	0.024	0.059000000000000004	0.0	0.01	0.0		0.004	0.006999999999999999	0.009000000000000001	0.0	0.009000000000000001	0.0	0.009000000000000001	0.001	0.0		0.0
SMYD1	ENSG00000115593	SET and MYND domain containing 1	0.0		0.008	0.013999999999999999	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.0	0.0	0.0	0.0	0.013999999999999999	0.0		0.016	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.008	0.002	0.0	28.041	0.0	0.0	0.0	0.012	0.002	0.0	0.0	0.0	0.183	0.0	0.0	0.004	0.0	0.0		0.0	0.0	0.0	0.0	0.0
TNNT1	ENSG00000105048	Troponin T1, slow skeletal type	0.0	0.094	0.001		0.35200000000000004	0.13699999999999998	0.05	0.0	0.225	0.054000000000000006	0.147		0.0	0.06	0.105	0.149		0.07		0.105	0.051	0.027000000000000003	0.204	0.0	0.0	1.193	0.017	0.429		0.0	0.049	0.023	0.076	0.21600000000000003	0.026000000000000002		1979.2179999999998	0.055999999999999994	0.139		0.409	0.086	0.040999999999999995		0.0		0.0	0.026000000000000002	0.027999999999999997	0.0	0.175	0.039	0.0	0.075	0.042		0.10800000000000001
TNNC2	ENSG00000101470	Troponin C2, fast skeletal type	0.03	0.0	0.098	0.018000000000000002	0.273	0.129	0.0	0.061	0.038	0.21600000000000003	0.19699999999999998	0.054000000000000006	0.077	0.057	0.187	0.392	0.095	0.161	0.308	0.045	0.0	0.226	0.152	0.79	0.114	0.382	0.217	0.091		0.474	0.14	0.162	0.11199999999999999	0.11800000000000001	0.289	0.11699999999999999	1340.2920000000001	0.769	0.20199999999999999	0.17800000000000002	0.418		0.16399999999999998	0.5660000000000001	0.35		0.016	0.08	0.11699999999999999	0.024	0.028999999999999998	0.141	0.026000000000000002				0.0
RBPJL	ENSG00000124232	Recombination signal binding protein for immunoglobulin kappa J region like	0.003	284.267	0.002	0.0	0.0	0.006	0.0	0.24	0.003	0.003	0.006	0.003	0.031	0.005		0.084	0.0	0.027999999999999997	0.134		0.233	0.013000000000000001	0.0	0.009000000000000001	0.022000000000000002	0.8270000000000001	0.095	0.41			0.0	0.0		0.418	0.008	0.002		0.512	0.005	0.009000000000000001	0.057999999999999996	0.006999999999999999	0.0		0.0		0.009000000000000001	0.003	0.032		0.053	0.011000000000000001	0.012		0.0		0.344
PRLHR	ENSG00000119973	Prolactin releasing hormone receptor	0.0	12.022			0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.0	0.0	0.009000000000000001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0		0.0	0.0	0.0		0.0		0.012	0.0	0.0	0.0	0.044000000000000004	0.009000000000000001	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.023
MYH7	ENSG00000092054	Myosin heavy chain 7	0.0	0.221	0.023		0.006	0.003	0.0	0.0	0.0	0.003	0.004		0.002	0.002		0.026000000000000002	0.0		0.006	0.0	0.0	0.0	0.0	0.002	0.008	0.02	0.0	0.006999999999999999		0.011000000000000001	0.0	0.001	0.0	0.031	0.003	0.0	37.998000000000005	0.003		0.006999999999999999	0.015	0.004	0.0	0.0	0.0		0.0	0.001	0.004	0.0	0.008	0.001	0.001	0.0	0.0		0.0
NLRP7	ENSG00000167634	NLR family pyrin domain containing 7	0.0	0.018000000000000002	0.09	0.002	0.001	0.036000000000000004	0.03	0.009000000000000001	0.01	0.005		0.044000000000000004		0.016	0.017	0.012	0.012	0.025	0.061	0.0	0.005	0.003	0.011000000000000001	0.021	0.0	0.005	0.0	0.037000000000000005		0.001	0.0	0.033	0.011000000000000001	0.253	0.17800000000000002	0.009000000000000001	0.02	0.179	0.0	0.05	0.032	0.066	0.013000000000000001	0.272	0.006		0.03	0.002	0.034	0.019	0.107	0.009000000000000001	0.01	0.026000000000000002			0.042
GP2	ENSG00000169347	Glycoprotein 2	0.0	1927.365	0.04	0.0	0.0	0.006999999999999999	0.0	0.0	0.0			0.022000000000000002	0.0	0.02	0.0	0.009000000000000001	0.006999999999999999	0.57	0.062	0.0	1.3880000000000001	0.031	0.0	0.002	0.025		0.0	2.861		30.028000000000002	0.0	0.005	0.0	0.034	0.0	0.045		0.066	0.0	0.073	0.0	0.0	0.01	0.151	0.0		0.0	0.0	0.012	0.0	0.036000000000000004	0.0	0.015	0.046	0.0		2.184
ESX1	ENSG00000123576	ESX homeobox 1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.1579999999999995	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0		0.0	0.016	0.0	0.025	0.0	0.0	0.0		0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0
OR51S1	ENSG00000176922	Olfactory receptor family 51 subfamily S member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.08800000000000001	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
CACNG1	ENSG00000108878	Calcium voltage-gated channel auxiliary subunit gamma 1	0.0	0.0	0.034	0.0	0.028999999999999998	0.07200000000000001	0.0	0.0	0.011000000000000001	0.015	0.0	0.0	0.0	0.0	0.012	0.019	0.0	0.044000000000000004	0.0	0.0	0.0		0.0	0.047	0.0	0.066	0.0	0.092		0.0	0.025	0.0		0.044000000000000004		0.003	44.115	0.023	0.0		0.034	0.05	0.0	0.052000000000000005	0.0		0.0	0.018000000000000002	0.0	0.0	0.032		0.027000000000000003	0.0	0.0		0.0
CELA3A	ENSG00000142789	Chymotrypsin like elastase family member 3A	0.0				0.084	0.062	0.063	0.052000000000000005	0.037000000000000005		0.049	0.0	0.0	0.0	0.023	0.021	0.0	0.018000000000000002	1.038	0.0			0.002	0.0	0.033	0.034	0.142	0.615	0.0	0.363		0.03	0.017	0.425	0.008	0.019	2.832	0.642	0.0	0.159	0.052000000000000005	0.0	0.581	0.0	0.0	0.084	0.0	0.006	0.036000000000000004	0.0	0.003	0.0	0.002	0.308	0.0	0.0	0.363
ASB5	ENSG00000164122	Ankyrin repeat and SOCS box containing 5	0.005	0.0	0.0	0.0		0.006999999999999999	0.0	0.0	0.0	0.013000000000000001	0.0	0.0	0.0	0.0	0.0	0.004	0.013999999999999999	0.0	0.003	0.013999999999999999	0.0	0.0		0.0	0.03	0.0	0.0	0.0	0.019	0.0	0.011000000000000001	0.018000000000000002		0.011000000000000001	0.139		14.827	0.0	0.0	0.0		0.0	0.005	0.0	0.0		0.0		0.004	0.005	0.015	0.0	0.0	0.001	0.0		0.0
CDH17	ENSG00000079112	Cadherin 17	0.022000000000000002	0.0	0.025	0.057	0.0			0.001	0.019	0.005	0.044000000000000004	0.226	0.049	0.036000000000000004		0.033		0.047	0.133	0.013999999999999999	0.0	0.0	0.017	0.0	0.008	0.0	0.094			1.125			0.004		0.145	0.048	0.067	0.128		0.07	0.013000000000000001	0.049	0.0	0.0	0.015		0.006999999999999999		0.022000000000000002	0.004	0.034	0.006999999999999999	0.0	0.11900000000000001	0.0		0.0
PNLIPRP1	ENSG00000187021	Pancreatic lipase related protein 1	0.0	41.38399999999999	0.049	0.0	0.006999999999999999		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.107	0.0	0.036000000000000004	0.043	0.0		0.0	0.0	0.132	0.061		0.022000000000000002		0.0	0.0	0.051	0.0	0.001	0.0	0.038	0.0	0.008	0.032	0.005	0.004	0.0	0.0		0.0	0.0	0.033	0.0	0.027999999999999997		0.0	0.0	0.0		0.053
MAGEB1	ENSG00000214107	MAGE family member B1	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0		0.026000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002			0.0	0.0	0.0	0.0	0.0	0.0
LRRC38	ENSG00000162494	Leucine rich repeat containing 38	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.009000000000000001		0.0	0.016	0.077	0.013000000000000001		0.024	0.011000000000000001	0.0	0.0	0.037000000000000005		0.0	0.0	0.0		0.0	0.085	0.0	0.092	0.0	0.0	0.0		0.0	0.08800000000000001	0.0	32.514	0.196	0.0	0.025	0.023	0.01	0.008	0.0	0.09	0.09	0.0	0.0	0.0	0.0	0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.0
MMP27	ENSG00000137675	Matrix metallopeptidase 27	0.0	0.0	0.002	0.0	0.059000000000000004	0.0	0.0	0.0		0.016	0.0	0.0		0.009000000000000001	0.0	0.052000000000000005	0.0	0.0		0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.019		0.0	0.006	14.517000000000001	0.0	0.027999999999999997	0.006999999999999999	0.0	0.033	0.004	0.0	0.0	0.019	0.004	0.016	0.004	0.0	0.021	0.0	0.0	0.01	0.0	0.0	0.016
CPB1	ENSG00000153002	Carboxypeptidase B1	0.078	204.426		0.0	0.20199999999999999		0.085	0.209	0.087	0.034	0.11199999999999999	0.145		0.251	0.175	0.034	0.113	0.09300000000000001	0.017	0.111	0.16	0.42700000000000005	0.054000000000000006		0.07200000000000001	0.042	0.133	0.376	0.105	0.0	0.049	0.099	0.231	0.053	0.085		0.096	0.069	0.049		0.10099999999999999	0.184	0.161	0.0	0.11699999999999999			0.055999999999999994	0.011000000000000001	0.086	0.087	0.040999999999999995	0.091	0.11800000000000001	0.0	0.213	0.22
MAGEA2	ENSG00000268606	MAGE family member A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.004	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
MAGEA2B	ENSG00000183305	MAGE family member A2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0		0.0	0.0			0.0	0.0	0.0		0.0
ATP1B4	ENSG00000101892	ATPase Na+/K+ transporting family member beta 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0			0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.017	0.036000000000000004	0.0	4.238	0.0	0.0	0.008	0.019	0.0	0.003	0.0			0.0		0.001	0.0	0.019	0.0		0.0	0.0		0.0
