ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position
ENSG00000188985	DHFRP1	18	23749724	23751313
ENSG00000271216	LINC01050	13	43384502	43386698
ENSG00000229546	LINC00428	13	43416550	43417023
ENSG00000266227	NPM1P2	18	23784833	23785868
ENSG00000238025	ZDHHC4P1	13	43507994	43509028
ENSG00000256715	AL050302.1	21	14741931	14745386
ENSG00000263829	FAM60BP	18	23835662	23836319
ENSG00000229928	LINC00400	13	43732767	43733602
ENSG00000232540	RPL36P19	13	43968661	43968961
ENSG00000266237	RP11-25D3.1	18	23845973	23847373
ENSG00000238189	ENOX1-AS2	13	44032601	44033259
ENSG00000252921	U3	18	23879079	23879219
ENSG00000233821	ENOX1-AS1	13	44118054	44122192
ENSG00000264911	RP11-107K17.2	18	23928311	23928968
ENSG00000270522	RP11-168P13.1	13	44361727	44361988
ENSG00000207160	RNU6-1289P	18	23946265	23946370
ENSG00000263862	RP11-107K17.1	18	24002959	24006065
ENSG00000166351	POTED	21	14982498	15013906
ENSG00000252846	AC090206.1	18	24166678	24166762
ENSG00000233725	LINC00284	13	44482850	44604597
ENSG00000263846	CIAPIN1P	18	24179372	24180302
ENSG00000260283	CNP	HG185_PATCH	40122993	40131428
ENSG00000269011	AL050303.1	21	15051621	15053459
ENSG00000260372	AQP4-AS1	18	24235706	24770662
ENSG00000179611	DGKZP1	13	44542560	44545335
ENSG00000168675	LDLRAD4	18	13217497	13652754
ENSG00000226519	LINC00390	13	44680514	44711372
ENSG00000227258	SMIM2-AS1	13	44716682	44813010
ENSG00000265369	U3	18	24267585	24283602
ENSG00000235285	SMIM2-IT1	13	44720606	44732358
ENSG00000263677	RP11-17A19.2	18	24268075	24269632
ENSG00000230731	RP11-478K15.6	13	44808254	44817328
ENSG00000263382	RP11-552O4.1	18	24402777	24403943
ENSG00000237361	LINC01071	13	44974386	44980120
ENSG00000266184	RP11-552O4.2	18	24411484	24412396
ENSG00000266549	RP11-526I8.2	18	24532165	24532522
ENSG00000225727	RP11-71C5.2	13	45011343	45026963
ENSG00000265374	RP11-57J16.1	18	24805706	24827152
ENSG00000262684	DNAJC7	HG185_PATCH	40132691	40173905
ENSG00000230793	SMARCE1P5	13	45168994	45170218
ENSG00000188992	LIPI	21	15481134	15583166
ENSG00000238932	snoU13	13	45202705	45202809
ENSG00000237585	LINC00407	13	45225948	45275152
ENSG00000235097	LINC00330	13	45373639	45383766
ENSG00000223732	RP11-321C24.1	13	45556212	45657260
ENSG00000265802	RN7SL49P	13	45576285	45576580
ENSG00000223341	RN7SKP3	13	45634864	45635221
ENSG00000271818	7SK	13	45697228	45697549
ENSG00000252055	RNU6-69P	13	45711997	45712100
ENSG00000270381	RP11-290D2.5	13	45837825	45838050
ENSG00000221163	AL138963.1	13	45874149	45874235
ENSG00000253051	SNORA31	13	45910449	45910582
ENSG00000199477	SNORA31	13	45911615	45911744
ENSG00000273149	RP11-290D2.6	13	45914174	45915318
ENSG00000185272	RBM11	21	15588451	15600693
ENSG00000182974	OR4M2	15	22368478	22369561
ENSG00000226983	AP000235.2	21	26212864	26430059
ENSG00000260770	NKIRAS2	HG185_PATCH	40173272	40181893
ENSG00000183706	OR4N4	15	22382382	22383507
ENSG00000170919	TPT1-AS1	13	45915480	45965872
ENSG00000227090	AP000402.3	21	26258990	26275070
ENSG00000230379	AP000146.2	21	26310745	26365129
ENSG00000270505	IGHV1OR15-1	15	22448382	22448819
ENSG00000269182	AC010760.1	15	22456895	22460351
ENSG00000259261	IGHV4OR15-8	15	22472918	22473353
ENSG00000237444	AP001342.1	21	26403318	26403842
ENSG00000244278	AP000235.3	21	26427848	26442219
ENSG00000155304	HSPA13	21	15743436	15755805
ENSG00000260320	ZNF385C	HG185_PATCH	40181828	40219330
ENSG00000228886	RP11-290D2.3	13	45924458	45925485
ENSG00000214455	RCN1P2	13	45964486	45965402
ENSG00000251015	SLC25A30-AS1	13	45992297	45994506
ENSG00000229303	PPIAP25	13	46010256	46010795
ENSG00000200709	RNA5SP27	13	46125620	46125738
ENSG00000197414	GOLGA6L1	15	22736246	22746002
ENSG00000232786	TIMM9P3	13	46126998	46127271
ENSG00000228869	COX4I1P2	13	46245980	46246526
ENSG00000235366	LINC01055	13	46255225	46256554
ENSG00000232512	7SK	21	26467335	26475983
ENSG00000237876	AKR1B1P4	13	46261683	46262604
ENSG00000260178	DHX58	HG185_PATCH	40257656	40268985
ENSG00000223870	AP000233.3	21	26499782	26507561
ENSG00000235903	CPB2-AS1	13	46626941	46687467
ENSG00000222042	AP000233.4	21	26541745	26706139
ENSG00000238627	RNA5SP489	21	26574521	26574629
ENSG00000240767	RN7SL288P	13	46743594	46743883
ENSG00000238483	snoU13	13	46809805	46809908
ENSG00000252854	RN7SKP5	13	46824077	46824348
ENSG00000251106	FAM206BP	13	46844212	46844752
ENSG00000261097	LINC00563	13	46870580	46871979
ENSG00000223336	RNU2-6P	13	46948536	46948725
ENSG00000252385	RNU6-68P	13	46984589	46984692
ENSG00000166200	COPS2	15	49398268	49447858
ENSG00000155307	SAMSN1	21	15857549	15955723
ENSG00000241353	PPP1R2P4	13	46917102	47012325
ENSG00000259958	KAT2A	HG185_PATCH	40269360	40277610
ENSG00000243440	AF165138.7	21	15964251	16031142
ENSG00000231817	RP11-189B4.6	13	47029270	47060641
ENSG00000227019	OR7E101P	13	47034744	47035256
ENSG00000205105	COX17P1	13	47064997	47065397
ENSG00000260325	HSPB9	HG185_PATCH	40277683	40279604
ENSG00000230243	FKBP1AP3	13	47079253	47079571
ENSG00000224517	HTR2A-AS1	13	47426278	47430434
ENSG00000234590	GNG5P5	13	47881217	47881436
ENSG00000244521	RN7SL700P	13	48033078	48033369
ENSG00000234145	NAP1L4P3	13	48337595	48338741
ENSG00000229423	RPL27AP8	13	48340775	48341220
ENSG00000261378	RAB5C	HG185_PATCH	40281228	40311269
ENSG00000228573	RP11-279N8.1	13	48399465	48410091
ENSG00000153575	TUBGCP5	15	22833395	22873892
ENSG00000234689	LINC00444	13	48479464	48481492
ENSG00000260388	LINC00562	13	48504290	48506757
ENSG00000227848	SUCLA2-AS1	13	48575525	48576688
ENSG00000263172	5S_rRNA	HG185_PATCH	39874406	39874512
ENSG00000229111	MED4-AS1	13	48651273	48654127
ENSG00000262688	Metazoa_SRP	HG185_PATCH	39886381	39886657
ENSG00000266571	Metazoa_SRP	HG185_PATCH	39993316	39993580
ENSG00000224510	POLR2KP2	13	48708494	48708670
ENSG00000260752	RP11-156E6.1	HG185_PATCH	40004770	40007699
ENSG00000231473	LINC00441	13	48870649	48877797
ENSG00000264151	RP11-739N10.1	18	24916343	25175128
ENSG00000238086	PPP1R26P1	13	48890999	48894611
ENSG00000177197	PCNPP5	13	48902220	48902700
ENSG00000233456	LINC01077	13	49144775	49147453
ENSG00000180530	NRIP1	21	16333556	16437321
ENSG00000233610	LINC00462	13	49151110	49152224
ENSG00000264790	RP11-26N15.2	18	24923216	24926074
ENSG00000222391	AL137118.1	13	49326225	49326292
ENSG00000225131	PSME2P2	13	49345264	49345965
ENSG00000244329	UBA52P9	18	24935370	24935728
ENSG00000265585	AL161421.1	13	49504256	49504348
ENSG00000201662	RNU6-60P	13	49562051	49562153
ENSG00000263611	RP11-612A1.1	18	24977916	24981868
ENSG00000223724	RAD17P2	13	49618215	49620930
ENSG00000265097	RBM22P1	18	24998848	25000399
ENSG00000199788	RNY3P2	13	49669527	49669628
ENSG00000235957	COX7CP1	13	49761615	49761806
ENSG00000263405	PA2G4P3	18	25032478	25033621
ENSG00000231665	OGFOD1P1	13	49784558	49786430
ENSG00000227279	AC015933.2	18	25534483	25543651
ENSG00000236577	SNRPGP14	13	50063106	50063500
ENSG00000137824	RMDN3	15	41028082	41048049
ENSG00000266296	ARIH2P1	18	26231696	26233172
ENSG00000176882	RP11-432M24.4	13	50194450	50194784
ENSG00000261371	PECAM1	HG183_PATCH	62399863	62491136
ENSG00000265994	RP11-510D21.1	18	26365032	26369224
ENSG00000203547	AL135901.1	13	50243040	50243254
ENSG00000271238	RP11-510D21.2	18	26404616	26404790
ENSG00000222148	RNY4P30	13	50463770	50463864
ENSG00000181358	CTAGE10P	13	50464727	50467134
ENSG00000251719	RNU6-408P	18	26628584	26628683
ENSG00000265730	AC090349.1	18	26675539	26675643
ENSG00000200064	RNY4P9	13	50482770	50482866
ENSG00000212085	AC105245.1	18	26776406	26776492
ENSG00000264526	AL136123.1	13	50526670	50526750
ENSG00000264864	MIR3613	13	50570551	50570637
ENSG00000266479	CTD-2515C13.1	18	26836782	26837025
ENSG00000259458	RP11-625H11.1	15	62929371	62937490
ENSG00000265980	CTD-2515C13.2	18	26858474	26941928
ENSG00000221731	AC091321.1	18	27063293	27063388
ENSG00000264587	RP11-784B15.1	18	27098224	27128206
ENSG00000266196	RP11-675P14.1	18	28293241	28294252
ENSG00000265670	RP11-25I11.1	18	28534786	28560883
ENSG00000251702	RNU6-857P	18	28564072	28564181
ENSG00000261521	RP11-408H20.1	18	28638806	28639359
ENSG00000231607	DLEU2	13	50601269	50699856
ENSG00000238376	snoU13	18	28652470	28652573
ENSG00000238660	AP001340.1	21	26711319	26711413
ENSG00000265888	RP11-408H20.2	18	28681551	28742752
ENSG00000213885	RPL13AP7	21	26734135	26734745
ENSG00000263698	RP11-408H20.3	18	28711419	28712457
ENSG00000185433	LINC00158	21	26758133	26804013
ENSG00000266729	RP11-534N16.1	18	28923331	29006951
ENSG00000238314	snoU13	21	26842421	26842513
ENSG00000229962	AP000221.1	21	26887785	26890650
ENSG00000208006	MIR16-1	13	50623109	50623197
ENSG00000207019	RNU6-167P	18	28925325	28925430
ENSG00000214359	RPL18P10	13	50673467	50674004
ENSG00000234883	MIR155HG	21	26934221	26947480
ENSG00000207240	Y_RNA	18	28962280	28962393
ENSG00000266521	RP11-650P15.1	18	29076608	29077158
ENSG00000232150	ST13P4	13	50746225	50747317
ENSG00000260583	LINC00515	21	26955082	26955638
ENSG00000264859	RP11-75N4.2	18	29122109	29136874
ENSG00000237731	RNGTTP1	21	27015801	27016528
ENSG00000223676	RPL34P26	13	50935546	50935899
ENSG00000227054	FDX1P2	21	27064492	27064866
ENSG00000263304	MILR1	HG183_PATCH	62526397	62546003
ENSG00000252379	RNU6-1002P	18	29249252	29249341
ENSG00000221198	AL138696.1	13	50937284	50937373
ENSG00000235514	AP000226.9	21	27135249	27135644
ENSG00000229323	RP11-175B12.2	13	51095069	51101585
ENSG00000259985	RP11-549B18.1	18	29265618	29266786
ENSG00000200472	RN7SKP44	18	29298856	29299171
ENSG00000137880	GCHFR	15	41056218	41059906
ENSG00000265158	LRRC37A7P	18	29304161	29306919
ENSG00000233783	AP001442.2	21	27306373	27315001
ENSG00000263772	RP11-549B18.3	18	29306006	29306360
ENSG00000237152	DLEU7-AS1	13	51381992	51423190
ENSG00000251972	RNU6-123P	21	27315359	27315460
ENSG00000263924	RP11-210K20.2	18	29424351	29425141
ENSG00000200711	RNA5SP28	13	51387124	51387242
ENSG00000224541	AP001439.2	21	27530409	27548142
ENSG00000270518	RP11-210K20.3	18	29462583	29462865
ENSG00000270879	RP11-210K20.4	18	29464821	29465106
ENSG00000273492	AP000230.1	21	27543189	27589700
ENSG00000222320	RNU6-1050P	18	29517496	29517602
ENSG00000233672	RNASEH2B-AS1	13	51450822	51484848
ENSG00000263823	RP11-326K13.4	18	29522538	29524119
ENSG00000206802	RNU6-926P	21	27563026	27563132
ENSG00000265273	PGDP1	18	29542141	29543581
ENSG00000229025	AP001595.1	21	27722099	27722953
ENSG00000266105	RP11-326K13.2	18	29546923	29547508
ENSG00000232692	AP001596.6	21	27750871	27844017
ENSG00000263917	RP11-53I6.2	18	29598792	29691742
ENSG00000265063	AC009831.1	18	29640868	29640952
ENSG00000214917	RP11-53I6.1	18	29655848	29656235
ENSG00000265008	RP11-53I6.3	18	29671258	29672082
ENSG00000238982	snoU13	18	29674467	29674569
ENSG00000262917	POLG2	HG183_PATCH	62555145	62574426
ENSG00000263393	RP11-53I6.4	18	29702363	29704441
ENSG00000199373	RNA5SP453	18	29756013	29756131
ENSG00000265279	RP11-53I6.5	18	29775989	29776929
ENSG00000263904	RP11-344B2.3	18	29825909	29828995
ENSG00000222395	Y_RNA	18	29843098	29843201
ENSG00000264982	RP11-344B2.2	18	29867400	29870303
ENSG00000215492	HNRNPA1P7	18	29991471	29993167
ENSG00000260389	WBP11P1	18	30091626	30094597
ENSG00000104129	DNAJC17	15	41060067	41099675
ENSG00000221621	AC009835.1	18	30106105	30106185
ENSG00000177150	FAM210A	18	13663346	13726662
ENSG00000263688	RP11-386P4.1	18	30161491	30162791
ENSG00000123201	GUCY1B2	13	51568647	51654998
ENSG00000155313	USP25	21	17102344	17252377
ENSG00000197934	AP001597.1	21	27765954	27941571
ENSG00000273115	KB-1466C5.1	21	27832222	27832533
ENSG00000223563	AP001601.2	21	28261695	28312061
ENSG00000266133	MIR4759	21	28326280	28326362
ENSG00000215326	GPX1P2	21	28515663	28516268
ENSG00000231236	AP001604.3	21	28731204	28820898
ENSG00000236332	AP001605.4	21	28733483	28768106
ENSG00000222920	RNA5SP29	13	51601883	51601988
ENSG00000226792	LINC00371	13	51656984	51746524
ENSG00000214878	RPL5P31	13	51735859	51736493
ENSG00000271242	SLMO2P2	13	51770017	51770217
ENSG00000263077	DDX5	HG183_PATCH	62576980	62585072
ENSG00000266072	MIR5693	13	51922703	51922775
ENSG00000269965	RP11-24B19.4	13	51935701	51936371
ENSG00000270101	RP11-24B19.3	13	51936795	51937579
ENSG00000101638	ST8SIA5	18	44259081	44339220
ENSG00000236778	INTS6-AS1	13	52026503	52126500
ENSG00000232560	C21orf37	21	18811208	18821503
ENSG00000265146	MIR4752	HSCHR19LRC_COX2_CTG1	54785613	54785684
ENSG00000262931	U6	HSCHR19LRC_COX2_CTG1	55043099	55043205
ENSG00000224892	RPS4XP16	13	52028300	52035451
ENSG00000243900	RN7SL320P	13	52043886	52044181
ENSG00000229906	SNRPGP11	13	52070156	52070387
ENSG00000266611	MIR4703	13	52126725	52126803
ENSG00000263046	CEP95	HG183_PATCH	62584096	62615309
ENSG00000252141	RNU6-65P	13	52139548	52139645
ENSG00000206920	RNY1P6	13	52160560	52160668
ENSG00000242893	RN7SL413P	13	52168057	52168351
ENSG00000224451	ATP5F1P1	13	52172552	52173596
ENSG00000231856	RP11-327P2.5	13	52378433	52387356
ENSG00000232872	CTAGE3P	13	52482354	52484757
ENSG00000236044	FABP5P2	13	52540878	52541285
ENSG00000261138	AC016489.1	HG183_PATCH	62385676	62386050
ENSG00000217576	RP11-248G5.8	13	52741844	52865692
ENSG00000239823	Y_RNA	HG183_PATCH	62467518	62467623
ENSG00000265031	hsa-mir-1273e	HG183_PATCH	62502429	62502530
ENSG00000266804	AC234063.1	HG183_PATCH	62539910	62540007
ENSG00000261387	AC138744.2	HG183_PATCH	62568883	62569149
ENSG00000265387	MIR3064	HG183_PATCH	62578133	62578199
ENSG00000154639	CXADR	21	18884700	18965897
ENSG00000265492	MIR5047	HG183_PATCH	62578574	62578673
ENSG00000263516	AC009994.1	HG183_PATCH	62608135	62608217
ENSG00000243406	MRPS31P5	13	52741844	52768600
ENSG00000101654	RNMT	18	13726659	13764557
ENSG00000261074	QSOX2	HG998_1_PATCH	139098179	139137687
ENSG00000078043	PIAS2	18	44388353	44500123
ENSG00000272281	TPTE2P2	13	52793479	52908412
ENSG00000156958	GALK2	15	49447853	49660066
ENSG00000260220	WI2-2610K16.1	HG998_1_PATCH	139173226	139198747
ENSG00000266342	WI2-1959D15.1	HG998_1_PATCH	139141817	139143051
ENSG00000154640	BTG3	21	18965971	18985265
ENSG00000233300	EIF4A1P1	21	28739333	28740266
ENSG00000271236	SUMO2P15	15	41052795	41053072
ENSG00000217026	RPL10P1	21	28792699	28793342
ENSG00000219592	NCSTNP1	21	28864437	28864580
ENSG00000234052	AP001607.1	21	29011012	29025810
ENSG00000261183	RP11-532F12.5	15	41128006	41136585
ENSG00000188277	C15orf62	15	41062159	41064643
ENSG00000249139	EPPIN-WFDC6	20	44165625	44176065
ENSG00000225298	LINC00113	21	29094698	29123552
ENSG00000264256	AC025166.1	15	41167511	41167608
ENSG00000260587	DOCK3	HG186_PATCH	50712672	51421329
ENSG00000251161	RP11-540O11.1	15	41199009	41201540
ENSG00000234083	AJ006995.3	21	29327240	29357614
ENSG00000259405	ISCA1P4	15	41240934	41241067
ENSG00000178457	LINC00314	21	29385682	29395552
ENSG00000259617	RP11-540O11.6	15	41291472	41297063
ENSG00000259463	RP11-540O11.7	15	41303795	41305498
ENSG00000232079	AL035610.1	21	29420733	29509930
ENSG00000259521	RP11-540O11.4	15	41309005	41320091
ENSG00000259880	MANF	HG186_PATCH	51422478	51426828
ENSG00000259547	CYCSP2	15	41401076	41401376
ENSG00000158901	WFDC8	20	44179792	44207965
ENSG00000140416	TPM1	15	63334831	63364114
ENSG00000157021	FAM92A1P1	15	41455360	41456572
ENSG00000240847	RN7SL497P	15	41484165	41484463
ENSG00000259956	RBM15B	HG186_PATCH	51428699	51435339
ENSG00000180205	WFDC9	20	44236578	44259907
ENSG00000154642	C21orf91	21	19161284	19191703
ENSG00000247556	OIP5-AS1	15	41576188	41601901
ENSG00000260383	MROH1	HG243_PATCH	145202919	145316830
ENSG00000243355	RP11-57G22.1	18	30359002	30359249
ENSG00000263765	RP11-746B8.1	18	30413417	30518280
ENSG00000263450	RP11-680N20.1	18	30534039	30537962
ENSG00000267642	RP11-258B16.1	18	31132087	31158151
ENSG00000199204	Y_RNA	18	31581662	31581763
ENSG00000267746	RP11-379L18.1	18	31802929	31804725
ENSG00000267585	RP11-115P21.1	18	32153951	32154487
ENSG00000268873	RP11-138H11.1	18	32317759	32347627
ENSG00000221409	AC068506.1	18	32399910	32399995
ENSG00000268573	RP11-158H5.7	18	32860831	32870165
ENSG00000257267	ZNF271	18	32870246	32890730
ENSG00000239683	RP11-322E11.1	18	32963318	32963989
ENSG00000267583	RP11-322E11.5	18	33023833	33047052
ENSG00000266965	RP11-712P20.2	18	33175865	33177563
ENSG00000267397	RP11-873E20.1	18	33296334	33297942
ENSG00000140577	CRTC3	15	91073157	91188577
ENSG00000267797	NRBF2P1	18	33421723	33422581
ENSG00000207797	MIR187	18	33484781	33484889
ENSG00000261236	BOP1	HG243_PATCH	145317005	145346273
ENSG00000265641	MIR3929	18	33514051	33514105
ENSG00000166140	ZFYVE19	15	41099284	41106767
ENSG00000267627	RP11-905K4.1	18	33531766	33546081
ENSG00000260552	RP11-49I11.1	18	33759959	33767411
ENSG00000267404	RP11-49I11.2	18	33853537	33854562
ENSG00000267456	RP11-49I11.3	18	33858698	33859082
ENSG00000101138	CSTF1	20	54967427	54979518
ENSG00000252078	SNORD112	18	34222576	34222647
ENSG00000267039	RP11-58G13.1	18	34481909	34503777
ENSG00000267651	RP11-95O2.1	18	34814082	34816205
ENSG00000154645	CHODL	21	19273580	19639690
ENSG00000260623	VPRBP	HG186_PATCH	51433298	51537425
ENSG00000267707	RP11-95O2.5	18	34823739	34827179
ENSG00000267202	RP11-797E24.3	18	34853669	34856535
ENSG00000266530	MIR4318	18	35237098	35237178
ENSG00000243516	RP11-19F9.1	18	35252652	35253139
ENSG00000268566	RP11-687D19.1	18	36235173	36267962
ENSG00000222704	RN7SKP182	18	36596011	36596308
ENSG00000253038	RNU6-706P	18	36613971	36614074
ENSG00000271564	RP13-444H2.1	13	52908430	52916031
ENSG00000260428	SCXA	HG243_PATCH	145321463	145323384
ENSG00000267374	LINC00669	18	36786888	37380282
ENSG00000199605	RNY4P24	13	52974139	52974234
ENSG00000235660	LINC00345	13	53058296	53058815
ENSG00000180305	WFDC10A	20	44258165	44259835
ENSG00000175886	RPL7AP66	18	36914836	36915639
ENSG00000244471	RP11-78J21.4	13	53063128	53073440
ENSG00000259396	RP11-16O9.2	15	41635278	41636423
ENSG00000266148	MIR5583-1	18	37256685	37256743
ENSG00000200407	RNU6-1169P	15	41740940	41741042
ENSG00000068793	CYFIP1	15	22892005	23006016
ENSG00000259838	TCEB1P2	15	41849225	41849633
ENSG00000212354	RNU6-1242P	18	37258484	37258586
ENSG00000267413	RP11-636O21.1	18	37421138	37504804
ENSG00000180083	WFDC11	20	44277202	44298909
ENSG00000198384	TPTE2P3	13	53063128	53161222
ENSG00000260926	RP11-380D11.2	15	41901664	41904925
ENSG00000261715	RP11-653G8.2	18	37646250	37679197
ENSG00000207766	MIR626	15	41983783	41983876
ENSG00000267664	RPL17P45	18	37723890	37724468
ENSG00000270702	RP11-107F6.4	15	42010568	42010870
ENSG00000238333	RNU7-145P	18	38052785	38052846
ENSG00000260814	RP11-107F6.3	15	42062954	42064930
ENSG00000250379	RP11-23P13.4	15	42117297	42120134
ENSG00000182931	WFDC10B	20	44313292	44333658
ENSG00000265557	CT867977.1	GL000231.1	21878	21950
ENSG00000267313	RP11-142I20.1	18	39047395	39212149
ENSG00000154646	TMPRSS15	21	19641433	19858197
ENSG00000200293	RNA5SP393	15	42144111	42144227
ENSG00000264850	MIR4310	15	42158693	42158749
ENSG00000259792	RP11-114H24.6	15	78285747	78287631
ENSG00000174171	RP11-23P13.6	15	42184991	42190773
ENSG00000168634	WFDC13	20	44330655	44337456
ENSG00000221476	MIR1827	15	78330873	78330937
ENSG00000199633	SNORA63	15	78383514	78383639
ENSG00000267652	RP11-188I24.1	18	39369127	39369360
ENSG00000272003	RP11-23P13.7	15	42188137	42189031
ENSG00000225253	AC011225.1	18	39399018	39399386
ENSG00000260988	RP11-285A1.1	15	78433585	78435515
ENSG00000259883	CTD-2382E5.4	15	42213615	42221081
ENSG00000149651	SPINT4	20	44350990	44354469
ENSG00000267088	RP11-115N12.1	18	39669276	39669716
ENSG00000246740	CTD-2382E5.1	15	42264961	42291292
ENSG00000259708	RP11-762H8.3	15	78542844	78556498
ENSG00000257797	CTD-2382E5.2	15	42298330	42302315
ENSG00000272418	RP11-762H8.4	15	78573292	78574532
ENSG00000259562	RP11-762H8.2	15	78582869	78583563
ENSG00000261132	HSF1	HG243_PATCH	145346494	145369625
ENSG00000259322	RP11-762H8.1	15	78585628	78588391
ENSG00000259413	RP11-5O23.1	15	78674915	78675497
ENSG00000259474	RP11-650L12.1	15	78772399	78774162
ENSG00000261762	RP11-650L12.2	15	78881465	78883618
ENSG00000267586	LINC00907	18	39739247	40271387
