Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
cGMP[c]	45	-13.157	0.73981	0.99976	35.539	0.10912	0.3763	40.02	0.022052	0.12464	16	20.357	0.047723	0.19816	29	34.731	0.096166	0.54572
IMP[c]	22	-9.0961	0.66882	0.99976	12.531	0.69381	0.9623	22.949	0.24092	0.38045	6	13.31	0.13888	0.31653	16	18.759	0.74174	0.90563
xanthosine-5-phosphate[c]	14	-5.2078	0.5393	0.99976	9.1708	0.65766	0.96116	19.929	0.23198	0.37767	5	10.368	0.23283	0.39183	9	17.128	0.42884	0.74173
aspartate[c]	27	-10.57	0.69333	0.99976	21.376	0.41871	0.78619	27.885	0.11636	0.23294	10	11.477	0.26109	0.40617	17	26.339	0.18569	0.61134
glutamine[c]	36	-0.39517	0.099597	0.73707	18.944	0.60075	0.95736	41.332	0.0015836	0.094452	15	30.557	0.00069559	0.09576	21	28.291	0.22897	0.63481
glutamate[c]	68	-12.205	0.5902	0.99976	39.466	0.12766	0.42172	55.817	8.0677e-05	0.026906	24	33.658	0.0004919	0.084648	44	44.531	0.023749	0.38825
NH3[c]	65	-24.132	0.98648	0.99976	42.525	0.076363	0.29607	34.898	0.37104	0.50332	16	10.772	0.38535	0.55146	49	34.038	0.80373	0.92004
adenine[c]	6	6.4803	0.058418	0.73707	6.0431	0.61692	0.95736	20.934	0.032428	0.1337	4	15.959	0.050951	0.20711	2	13.689	0.084824	0.54572
GDP[s]	18	-12.396	0.86809	0.99976	28.659	0.072084	0.28246	33.55	0.0029267	0.094452	5	18.391	0.031772	0.17167	13	28.073	0.027777	0.38901
GMP[s]	18	-7.65	0.63044	0.99976	11.091	0.66526	0.9623	22.782	0.17437	0.30853	6	11.374	0.21003	0.36694	12	19.86	0.39981	0.72583
IDP[s]	8	-3.5718	0.47576	0.99976	3.7176	0.76066	0.9623	18.734	0.10415	0.22701	3	12.457	0.1168	0.30375	5	14.048	0.3212	0.6869
fumarate[c]	8	-9.3927	0.82382	0.99976	18.63	0.1689	0.51274	16.869	0.17568	0.31036	2	6.9526	0.29407	0.43908	6	15.465	0.30675	0.67497
inosine[c]	17	-11.337	0.83629	0.99976	24.608	0.1396	0.44949	23.231	0.13493	0.26135	5	7.3785	0.37822	0.54351	12	22.888	0.17947	0.60467
hypoxanthine[c]	5	0.65853	0.26518	0.92789	13.06	0.2998	0.71208	18.801	0.053389	0.1486	2	14.732	0.04734	0.19789	3	12.243	0.27205	0.63481
dADP[c]	33	-0.034123	0.10134	0.73707	20.614	0.51446	0.87931	38.727	0.0052967	0.094452	13	29.15	0.0016827	0.11803	20	26.244	0.33208	0.69839
dATP[c]	45	-9.1658	0.48443	0.99976	28.119	0.34196	0.72521	44.161	0.0035812	0.094452	15	28.357	0.0020308	0.11895	30	34.034	0.15608	0.58683
guanosine[c]	16	-6.5838	0.54523	0.99976	16.998	0.40968	0.77934	20.613	0.25339	0.39464	6	8.835	0.32983	0.48408	10	19.231	0.314	0.68231
guanosine[s]	14	-10.999	0.85546	0.99976	21.774	0.16605	0.50687	18.129	0.33445	0.46398	4	3.5104	0.56736	0.7092	10	19.231	0.314	0.68231
guanine[c]	6	3.2746	0.14611	0.81038	9.2487	0.48259	0.84044	20.576	0.037135	0.13586	3	15.749	0.048667	0.2006	3	13.349	0.19841	0.63187
dAMP[c]	29	0.16156	0.10257	0.73707	6.2803	0.92383	0.9791	26.213	0.24915	0.38941	12	18.258	0.064036	0.23826	17	18.897	0.78878	0.91478
inosine[s]	6	-13.856	0.95529	0.99976	29.856	0.012672	0.087516	17.406	0.10696	0.22796	1	0.73717	0.61993	0.75838	5	18.738	0.065972	0.53059
NH3[s]	10	-12.855	0.93451	0.99976	25.249	0.052879	0.23752	16.253	0.28655	0.42135	1	7.5809	0.23567	0.39395	9	14.605	0.65466	0.87159
glucosamine[c]	8	6.8152	0.033711	0.73707	-0.19438	0.87404	0.96733	18.918	0.098443	0.21998	5	16.075	0.062959	0.23532	3	10.141	0.44075	0.7533
glucosamine-6-phosphate[c]	11	5.0913	0.046195	0.73707	0.76162	0.90186	0.9791	22.78	0.067129	0.17291	6	18.761	0.030655	0.16747	5	13.236	0.38825	0.718
H2O2[c]	77	-25.295	0.98882	0.99976	58.462	0.0012375	0.030416	55.497	0.00040754	0.060045	20	25.495	0.01525	0.14204	57	49.401	0.022916	0.38576
dGDP[c]	18	-8.9946	0.71063	0.99976	31.49	0.03882	0.1853	30.885	0.010563	0.094452	5	18.073	0.035086	0.18296	13	25.134	0.10623	0.54572
dGTP[c]	41	-13.207	0.7661	0.99976	32.533	0.15029	0.46714	42.188	0.0016888	0.094452	12	24.597	0.0069089	0.12041	29	34.34	0.11282	0.54572
deoxyguanosine[c]	17	-2.9772	0.33177	0.92789	13.857	0.53277	0.89812	23.404	0.12843	0.25141	7	13.487	0.1451	0.31957	10	19.231	0.314	0.68231
dGMP[c]	16	1.487	0.11072	0.75615	2.3386	0.91357	0.9791	20.012	0.28679	0.42142	7	14.823	0.10479	0.30375	9	13.61	0.73423	0.90563
thioredoxin[c]	8	0.18237	0.24202	0.88682	11.35	0.44247	0.79955	21.13	0.046717	0.14396	3	17.184	0.031353	0.17038	5	13.418	0.37286	0.718
oxidized thioredoxin[c]	8	0.18237	0.24202	0.88682	11.35	0.44247	0.79955	21.13	0.046717	0.14396	3	17.184	0.031353	0.17038	5	13.418	0.37286	0.718
dCTP[c]	38	-14.591	0.83119	0.99976	34.284	0.10183	0.35616	41.696	0.0024753	0.094452	11	22.526	0.017333	0.14204	27	35.087	0.05638	0.51104
dUTP[c]	16	-8.4061	0.66105	0.99976	28.559	0.068971	0.27671	29.502	0.015518	0.1075	5	16.16	0.061499	0.23259	11	24.685	0.062657	0.5267
dCDP[c]	16	-15.902	0.95118	0.99976	39.175	0.0041944	0.051603	30.558	0.0097976	0.094452	3	12.814	0.10717	0.30375	13	27.745	0.032876	0.42638
dUDP[c]	18	-10.374	0.78327	0.99976	32.454	0.030876	0.15508	30.284	0.013754	0.10304	5	16.16	0.061499	0.23259	13	25.614	0.087584	0.54572
deoxyadenosine[c]	18	-8.1061	0.65851	0.99976	18.68	0.34885	0.73007	21.806	0.22004	0.37093	6	7.7194	0.3899	0.55758	12	21.248	0.28844	0.64698
urate[c]	9	-10.889	0.88038	0.99976	23.953	0.064893	0.26857	9.7415	0.66165	0.80832	3	-4.1901	0.87875	0.95607	6	14.894	0.3547	0.718
O2[p]	28	-13.907	0.86287	0.99976	27.243	0.19526	0.56482	29.823	0.092956	0.21355	5	19.688	0.02081	0.14204	23	23.726	0.70605	0.90563
xanthosine[c]	11	-3.8604	0.44932	0.99976	8.5421	0.65218	0.96116	16.025	0.35239	0.48342	4	7.8809	0.32127	0.47319	7	14.131	0.52963	0.79202
deoxyinosine[c]	8	1.6154	0.17265	0.81038	9.6272	0.51909	0.88585	21.597	0.03927	0.13773	4	15.415	0.059759	0.22726	4	15.128	0.16358	0.59209
glycine[c]	54	-8.0042	0.37029	0.98805	35.685	0.16586	0.50687	43.083	0.011923	0.094452	22	22.6	0.039886	0.18682	32	37.228	0.071424	0.54345
10-formyl-THF[c]	7	-10.69	0.87062	0.99976	11.369	0.43151	0.79745	17.974	0.10695	0.22796	1	9.9364	0.14157	0.31957	6	15.357	0.31555	0.68263
THF[c]	14	-21.634	0.99764	0.99976	32.588	0.015757	0.097945	28.17	0.016689	0.10952	1	9.9364	0.14157	0.31957	13	26.477	0.060323	0.5267
uridine[c]	15	-1.6452	0.29508	0.92789	8.603	0.70872	0.9623	16.642	0.45272	0.59097	7	10.883	0.25026	0.39801	8	12.608	0.73765	0.90563
urea[c]	11	-1.5481	0.29834	0.92789	9.5888	0.60642	0.95736	12.793	0.56211	0.69869	5	7.5304	0.37015	0.53339	6	10.447	0.74482	0.90563
alloxan[c]	5	-7.6436	0.77603	0.99976	19.328	0.1127	0.38318	10.154	0.44467	0.58144	1	2.2281	0.53262	0.67767	4	10.239	0.54722	0.7965
H2O2[s]	21	-16.053	0.95379	0.99976	39.818	0.0049104	0.051603	26.878	0.081996	0.19419	6	5.1671	0.53519	0.67927	15	28.535	0.046159	0.47218
urate[s]	8	-8.6467	0.78902	0.99976	17.884	0.19076	0.55543	7.2545	0.77349	0.90064	3	-4.1901	0.87875	0.95607	5	12.422	0.45895	0.76336
alloxan[s]	5	-7.6436	0.77603	0.99976	19.328	0.1127	0.38318	10.154	0.44467	0.58144	1	2.2281	0.53262	0.67767	4	10.239	0.54722	0.7965
urea[s]	8	-5.0256	0.57404	0.99976	14.354	0.31544	0.72497	12.8	0.41297	0.54782	2	7.5048	0.26707	0.41127	6	10.447	0.74482	0.90563
ADP-ribose[c]	7	-9.7618	0.83518	0.99976	9.7618	0.50052	0.86081	9.902	0.54275	0.67802	2	-1.2042	0.73986	0.85401	5	12.478	0.45403	0.76336
dATP[m]	10	-10.798	0.87689	0.99976	27.843	0.02813	0.14391	23.86	0.03307	0.13456	2	10.762	0.13683	0.315	8	21.296	0.084906	0.54572
dADP[m]	14	-12.114	0.89346	0.99976	33.502	0.012213	0.085146	27.122	0.025586	0.1276	3	12.814	0.10717	0.30375	11	23.906	0.087455	0.54572
dGTP[m]	10	-11.896	0.91097	0.99976	28.941	0.021059	0.11753	25.011	0.021167	0.12119	2	10.762	0.13683	0.315	8	22.583	0.047422	0.4779
dGDP[m]	14	-13.042	0.91912	0.99976	34.43	0.009345	0.07171	28.094	0.017227	0.111	3	12.814	0.10717	0.30375	11	25.003	0.054278	0.51104
CTP[m]	10	-10.155	0.85311	0.99976	31.331	0.010701	0.077538	26.603	0.010816	0.094452	3	11.567	0.14344	0.31957	7	24.224	0.015559	0.32381
CDP[m]	9	-7.5409	0.73208	0.99976	25.508	0.045749	0.21241	25.594	0.011084	0.094452	3	12.322	0.12059	0.30375	6	22.633	0.015114	0.32381
dUDP[m]	10	-10.798	0.87689	0.99976	27.843	0.02813	0.14391	23.86	0.03307	0.13456	2	10.762	0.13683	0.315	8	21.296	0.084906	0.54572
dUTP[m]	15	-14.909	0.93849	0.99976	38.946	0.0050477	0.051603	29.552	0.011227	0.094452	3	12.814	0.10717	0.30375	12	26.633	0.041074	0.44656
dTTP[c]	35	-10.143	0.62141	0.99976	24.436	0.38181	0.77506	38.615	0.0059861	0.094452	11	23.588	0.01181	0.14204	24	30.663	0.18327	0.60552
dTDP[c]	12	-6.8117	0.63588	0.99976	23.05	0.11129	0.38309	24.11	0.045385	0.14247	3	14.846	0.063021	0.23532	9	19.268	0.25178	0.63481
dTTP[m]	9	-10.655	0.87245	0.99976	28.622	0.021013	0.11753	24.52	0.01768	0.11111	2	10.762	0.13683	0.315	7	22.051	0.046935	0.47516
dTDP[m]	10	-10.798	0.87689	0.99976	27.843	0.02813	0.14391	23.86	0.03307	0.13456	2	10.762	0.13683	0.315	8	21.296	0.084906	0.54572
dADP[n]	10	-12.411	0.92428	0.99976	33.587	0.0053214	0.051603	26.302	0.012342	0.095702	2	10.762	0.13683	0.315	8	24.025	0.022535	0.38554
dTTP[n]	8	-10.202	0.85718	0.99976	29.258	0.015916	0.097945	24.982	0.0093502	0.094452	2	10.762	0.13683	0.315	6	22.633	0.015114	0.32381
dATP[n]	10	-12.411	0.92428	0.99976	33.587	0.0053214	0.051603	26.302	0.012342	0.095702	2	10.762	0.13683	0.315	8	24.025	0.022535	0.38554
dTDP[n]	9	-10.346	0.86135	0.99976	28.312	0.022811	0.12635	24.184	0.020331	0.11887	2	10.762	0.13683	0.315	7	21.67	0.055777	0.51104
2-methyl-3-oxopropanoate[m]	12	-25.383	0.99976	0.99976	48.011	2.4849e-05	0.0012481	26.406	0.018539	0.11194	1	-8.2095	0.95012	0.99796	11	30.055	0.0030073	0.32381
alanine[m]	5	1.6213	0.21528	0.81887	-1.0523	0.84672	0.96733	6.8359	0.6651	0.81073	3	3.1004	0.5538	0.69698	2	7.0113	0.55634	0.7965
HCO3-[c]	44	-8.0415	0.42975	0.99976	22.589	0.55925	0.92789	26.947	0.52481	0.66466	15	15.095	0.17756	0.33424	29	22.336	0.94683	1
dTMP[c]	17	-5.5982	0.50336	0.99976	9.3106	0.71724	0.9623	18.74	0.37812	0.51173	5	10.584	0.22366	0.38076	12	15.473	0.76046	0.90563
thymidine[c]	18	-6.4491	0.55351	0.99976	17.023	0.41667	0.78369	24.53	0.10891	0.22796	6	13.17	0.14337	0.31957	12	20.731	0.3283	0.69731
UDP[r]	94	-14.595	0.56832	0.99976	33.974	0.5575	0.92706	37.597	0.66339	0.80999	37	14.414	0.46445	0.60549	57	36.668	0.84034	0.9506
UMP[r]	11	-0.99187	0.26571	0.92789	1.1162	0.89457	0.97689	21.281	0.10576	0.22796	5	15.083	0.082083	0.28263	6	15.046	0.34161	0.71058
UDP[s]	8	-3.5718	0.47576	0.99976	3.7176	0.76066	0.9623	18.734	0.10415	0.22701	3	12.457	0.1168	0.30375	5	14.048	0.3212	0.6869
UMP[s]	11	-7.718	0.70642	0.99976	7.8424	0.68162	0.9623	20.516	0.13081	0.25493	3	12.457	0.1168	0.30375	8	16.429	0.40234	0.72583
CMP[c]	41	-17.173	0.91855	0.99976	38.268	0.047459	0.21954	38.022	0.014825	0.10522	10	18.969	0.04049	0.18682	31	32.953	0.24448	0.63481
cytidine[c]	26	-6.8798	0.50742	0.99976	14.9	0.61929	0.95736	23.816	0.31156	0.44852	10	12.208	0.22728	0.38406	16	20.708	0.58497	0.80437
CMP[s]	13	-11.073	0.84858	0.99976	15.008	0.4233	0.79414	16.885	0.36677	0.49819	3	3.6279	0.52411	0.67098	10	17.265	0.47803	0.77574
cytidine[s]	14	-12.944	0.91665	0.99976	23.718	0.11857	0.3981	19.526	0.25332	0.39464	3	3.6279	0.52411	0.67098	11	20.133	0.30724	0.67537
uracil[c]	6	-8.0722	0.77918	0.99976	13.502	0.30988	0.71845	15.171	0.19472	0.33566	1	8.3647	0.20108	0.35736	5	12.878	0.41899	0.73042
dTMP[m]	12	-8.7146	0.74859	0.99976	12.81	0.47778	0.833	14.75	0.46536	0.60497	3	3.6279	0.52411	0.67098	9	14.937	0.62623	0.85
thymidine[m]	12	-9.1191	0.76994	0.99976	13.215	0.4595	0.81174	15.184	0.4359	0.57376	3	3.6279	0.52411	0.67098	9	15.439	0.58207	0.80089
dCMP[c]	19	-9.5509	0.72885	0.99976	16.06	0.49331	0.85106	22.55	0.20303	0.34648	5	10.584	0.22366	0.38076	14	19.945	0.53828	0.79357
deoxycytidine[c]	17	-12.476	0.8794	0.99976	22.254	0.20409	0.57223	19.19	0.34826	0.47864	5	3.082	0.61513	0.75564	12	20.852	0.31876	0.68635
deoxyuridine[c]	12	-3.6979	0.42841	0.99976	11.633	0.53112	0.89601	16.083	0.37624	0.50949	5	8.483	0.32092	0.47319	7	13.888	0.55091	0.7965
ubiquinone[m]	76	-25.909	0.9892	0.99976	53.043	0.0099444	0.073297	50.972	0.0055191	0.094452	25	12.908	0.39542	0.5643	51	53.186	0.00046433	0.32381
ubiquinol[m]	77	-26.16	0.99246	0.99976	53.117	0.0076288	0.059998	51.039	0.0049126	0.094452	25	12.908	0.39542	0.5643	52	53.158	0.00052922	0.32381
dUMP[c]	7	-7.5552	0.72835	0.99976	12.917	0.36695	0.76146	14.361	0.26155	0.39766	1	9.2588	0.16559	0.33422	6	11.732	0.64072	0.86277
dUMP[m]	6	-6.1628	0.67822	0.99976	11.955	0.37011	0.76659	13.569	0.2787	0.41171	1	9.2588	0.16559	0.33422	5	10.724	0.60806	0.82992
mitooxidized thioredoxin[m]	7	-4.0409	0.50929	0.99976	15.237	0.27734	0.67503	18.377	0.09504	0.21454	2	13.165	0.074424	0.26182	5	13.418	0.37286	0.718
mitothioredoxin[m]	7	-4.0409	0.50929	0.99976	15.237	0.27734	0.67503	18.377	0.09504	0.21454	2	13.165	0.074424	0.26182	5	13.418	0.37286	0.718
oxidized thioredoxin[m]	7	-4.0409	0.50929	0.99976	15.237	0.27734	0.67503	18.377	0.09504	0.21454	2	13.165	0.074424	0.26182	5	13.418	0.37286	0.718
thioredoxin[m]	7	-4.0409	0.50929	0.99976	15.237	0.27734	0.67503	18.377	0.09504	0.21454	2	13.165	0.074424	0.26182	5	13.418	0.37286	0.718
UTP[m]	5	-0.59271	0.33778	0.92789	13.013	0.3016	0.71288	16.015	0.12755	0.2499	2	11.85	0.10516	0.30375	3	11	0.3684	0.718
UTP[n]	31	-14.457	0.87356	0.99976	33.922	0.062733	0.26159	39.643	0.0027093	0.094452	9	21.703	0.014827	0.14204	22	33.177	0.032427	0.42638
dUTP[n]	7	-13.534	0.94545	0.99976	38.223	0.0010471	0.027549	21.352	0.0353	0.13586	1	6.9744	0.26454	0.40897	6	20.215	0.054079	0.51104
H2O[n]	49	-16.533	0.88933	0.99976	49.742	0.0034214	0.046049	46.999	0.0013835	0.094452	16	24.793	0.010604	0.13686	33	40.006	0.018721	0.3532
GTP[s]	18	-12.396	0.86809	0.99976	28.659	0.072084	0.28246	33.55	0.0029267	0.094452	5	18.391	0.031772	0.17167	13	28.073	0.027777	0.38901
sulfate[c]	17	-22.063	0.9974	0.99976	47.411	0.00019135	0.0081323	25.037	0.077478	0.18652	1	5.246	0.35554	0.51559	16	24.496	0.26466	0.63481
PAPS[c]	42	-18.352	0.94195	0.99976	38.718	0.049987	0.22825	36.461	0.042391	0.13773	13	11.135	0.35478	0.5152	29	36.423	0.044363	0.46403
IMP[s]	8	-3.5718	0.47576	0.99976	3.7176	0.76066	0.9623	18.734	0.10415	0.22701	3	12.457	0.1168	0.30375	5	14.048	0.3212	0.6869
DNA[c]	33	-6.4128	0.40194	0.99976	11.535	0.83629	0.96733	31.225	0.097601	0.21832	12	19.163	0.048857	0.20098	21	24.657	0.54013	0.79577
RNA[c]	43	-6.8871	0.36504	0.98499	17.953	0.73642	0.9623	41.393	0.0049294	0.094452	15	29.094	0.0014335	0.11803	28	30.001	0.38523	0.718
Pi[l]	22	-19.142	0.98357	0.99976	47.979	0.00029725	0.010815	33.239	0.0069709	0.094452	4	11.293	0.16878	0.33422	18	31.423	0.025085	0.38901
ADP[n]	7	-7.804	0.74189	0.99976	22.7	0.081079	0.30792	23.03	0.018368	0.11122	2	11.479	0.11531	0.30375	5	19.989	0.037169	0.42638
ATP[n]	9	-5.862	0.63284	0.99976	19.601	0.15107	0.46825	25.91	0.0096052	0.094452	3	15.114	0.058454	0.22312	6	21.046	0.036002	0.42638
dITP[c]	9	-11.748	0.90659	0.99976	29.715	0.015599	0.097945	25.647	0.010824	0.094452	2	10.762	0.13683	0.315	7	23.329	0.025134	0.38901
dIDP[c]	8	-10.202	0.85718	0.99976	29.258	0.015916	0.097945	24.982	0.0093502	0.094452	2	10.762	0.13683	0.315	6	22.633	0.015114	0.32381
cGMP[n]	25	-8.9277	0.62915	0.99976	27.895	0.14095	0.44949	31.197	0.039735	0.13773	9	17.777	0.053919	0.21453	16	25.664	0.18697	0.61134
GMP[n]	25	-8.9277	0.62915	0.99976	27.895	0.14095	0.44949	31.197	0.039735	0.13773	9	17.777	0.053919	0.21453	16	25.664	0.18697	0.61134
cGMP[g]	25	-8.9277	0.62915	0.99976	27.895	0.14095	0.44949	31.197	0.039735	0.13773	9	17.777	0.053919	0.21453	16	25.664	0.18697	0.61134
H2O[g]	46	-11.491	0.65852	0.99976	37.635	0.063878	0.26536	41.866	0.0092471	0.094452	18	20.908	0.05441	0.21532	28	36.898	0.037567	0.42638
GMP[g]	26	-10.255	0.71411	0.99976	28.855	0.11991	0.40153	32.075	0.02817	0.1276	9	17.777	0.053919	0.21453	17	26.732	0.16269	0.59209
cAMP[g]	25	-8.9277	0.62915	0.99976	27.895	0.14095	0.44949	31.197	0.039735	0.13773	9	17.777	0.053919	0.21453	16	25.664	0.18697	0.61134
AMP[g]	25	-8.9277	0.62915	0.99976	27.895	0.14095	0.44949	31.197	0.039735	0.13773	9	17.777	0.053919	0.21453	16	25.664	0.18697	0.61134
deoxyadenosine[s]	5	-14.76	0.97425	0.99976	26.445	0.023151	0.12791	16.197	0.12118	0.2404	0	NA	NA	NA	5	16.197	0.1731	0.60467
deoxyinosine[s]	5	-11.507	0.91984	0.99976	23.192	0.050928	0.23111	13.86	0.22041	0.37101	1	0.73717	0.61993	0.75838	4	15.128	0.16358	0.59209
ATP[s]	8	-3.5718	0.47576	0.99976	3.7176	0.76066	0.9623	18.734	0.10415	0.22701	3	12.457	0.1168	0.30375	5	14.048	0.3212	0.6869
PPi[n]	9	-9.3928	0.82321	0.99976	27.413	0.028776	0.14645	23.276	0.029241	0.1276	3	11.181	0.15619	0.33422	6	20.602	0.044936	0.4656
Pi[g]	5	6.1067	0.062118	0.73707	-0.079928	0.82013	0.96733	11.445	0.35972	0.48922	4	8.1597	0.30692	0.4563	1	9.2734	0.19351	0.62362
UMP[g]	7	7.4477	0.02954	0.73352	-7.2919	0.96752	0.98394	18.171	0.10098	0.2239	5	15.083	0.082083	0.28263	2	10.147	0.28443	0.64145
uridine[s]	7	-12.845	0.93158	0.99976	22.72	0.080745	0.30792	14.703	0.24329	0.38269	1	0.73717	0.61993	0.75838	6	15.58	0.29744	0.66175
AKG[m]	31	-21.571	0.98963	0.99976	43.222	0.0053541	0.051603	39.195	0.0034043	0.094452	7	14.435	0.11555	0.30375	24	36.75	0.010748	0.32381
NH3[m]	11	-19.219	0.99448	0.99976	34.975	0.0037937	0.048921	22.571	0.07174	0.17935	1	1.8417	0.55558	0.69785	10	23.09	0.092096	0.54572
glutamate[m]	22	-11.265	0.78901	0.99976	34.436	0.026891	0.13918	32.633	0.0092519	0.094452	8	14.278	0.13188	0.31023	14	30.114	0.013891	0.32381
citrulline[c]	14	-8.1803	0.72312	0.99976	26.152	0.073832	0.28828	22.526	0.12058	0.23943	5	8.1226	0.33924	0.49647	9	22.041	0.096222	0.54572
arginine[c]	25	-3.1593	0.2618	0.92789	15.257	0.63093	0.95736	26.368	0.16875	0.30301	10	16.53	0.082995	0.28263	15	20.544	0.55976	0.7965
1-pyrroline-5-carboxylate[m]	6	-8.6444	0.80548	0.99976	14.88	0.26017	0.64972	17.355	0.10859	0.22796	1	10.354	0.12799	0.31023	5	14.38	0.2952	0.65843
aspartate[m]	5	-12.762	0.9467	0.99976	30.289	0.0078853	0.061796	15.413	0.15024	0.28235	1	1.8417	0.55558	0.69785	4	16.311	0.10644	0.54572
GSSG[m]	14	-7.9986	0.71293	0.99976	26.629	0.066809	0.27191	23.532	0.089754	0.20727	6	7.2857	0.41408	0.57776	8	24.82	0.014343	0.32381
alanine[c]	48	-6.3024	0.28066	0.92789	29.4	0.34698	0.72725	38.832	0.034399	0.13586	21	19.797	0.080765	0.28077	27	34.317	0.079821	0.54522
asparagine[c]	28	5.3247	0.016086	0.53058	12.994	0.75085	0.9623	36.148	0.0078322	0.094452	13	29.468	0.0014534	0.11803	15	21.955	0.43115	0.74456
GSSG[c]	22	0.69085	0.11188	0.75962	22.068	0.28991	0.69567	33.826	0.0052488	0.094452	11	20.557	0.033467	0.17675	11	27.281	0.017014	0.32651
succinate[m]	21	-12.605	0.86428	0.99976	33.693	0.027642	0.1424	35.237	0.0022996	0.094452	6	19.277	0.025856	0.14894	15	29.502	0.028376	0.39388
4-aminobutyrate[c]	12	-8.8315	0.75486	0.99976	12.603	0.48717	0.84542	9.0273	0.81435	0.94325	3	1.4381	0.64465	0.78122	9	9.5936	0.93877	1
4-aminobutyrate[m]	6	-19.933	0.99626	0.99976	41.267	0.00028016	0.010815	23.181	0.012858	0.098664	0	NA	NA	NA	6	23.181	0.010892	0.32381
NH3[p]	5	-10.758	0.89955	0.99976	22.443	0.060112	0.25547	10.814	0.40069	0.53506	0	NA	NA	NA	5	10.814	0.60036	0.82094
ornithine[m]	6	1.9622	0.19977	0.81038	-1.8465	0.87219	0.96733	6.5197	0.73201	0.86095	4	3.0568	0.59307	0.73643	2	6.9696	0.56007	0.7965
ornithine[c]	16	-0.64071	0.19204	0.81038	14.761	0.50576	0.8678	21.193	0.22326	0.37464	8	12.337	0.2	0.35688	8	17.635	0.29936	0.66467
1-pyrroline-5-carboxylate[c]	5	-7.0699	0.74636	0.99976	13.901	0.26855	0.66092	16.668	0.10577	0.22796	1	10.354	0.12799	0.31023	4	13.458	0.27267	0.63481
proline[c]	31	1.2715	0.074718	0.73707	13.22	0.7698	0.9623	33.329	0.042342	0.13773	14	23.705	0.015478	0.14204	17	23.494	0.403	0.72583
proline[m]	8	0.090021	0.24695	0.89912	1.2922	0.83634	0.96733	19.789	0.074545	0.18225	3	16.351	0.040656	0.18682	5	12.366	0.46392	0.76355
putrescine[c]	8	1.182	0.19216	0.81038	13.128	0.36563	0.76086	22.759	0.024847	0.1276	4	15.582	0.056937	0.21814	4	16.604	0.094826	0.54572
spermidine[c]	11	0.33465	0.1959	0.81038	15.916	0.32175	0.72521	26.122	0.020136	0.11867	5	18.334	0.032345	0.17349	6	18.632	0.10758	0.54572
spermine[c]	8	-8.7246	0.79284	0.99976	27.268	0.027179	0.14034	21.599	0.03925	0.13773	2	10.925	0.1317	0.31023	6	18.632	0.10758	0.54572
ornithine[s]	9	1.2903	0.19702	0.81038	13.088	0.37869	0.77506	17.92	0.16399	0.30301	4	14.309	0.081312	0.2822	5	11.244	0.56306	0.7965
CO2[s]	21	-5.006	0.4266	0.99976	14.119	0.58319	0.94145	18.708	0.50708	0.64406	8	10.178	0.29642	0.44228	13	15.792	0.80935	0.92503
O2[s]	10	1.5758	0.171	0.81038	8.7351	0.59387	0.95037	17.137	0.23836	0.38008	5	11.352	0.19278	0.34768	5	12.884	0.41853	0.73042
creatine[c]	7	-9.2681	0.814	0.99976	19.146	0.15541	0.47767	14.394	0.25977	0.39619	1	7.8613	0.22294	0.38029	6	12.338	0.58703	0.80621
4-aminobutanal[m]	5	-18.164	0.99406	0.99976	35.691	0.0013212	0.030416	20.581	0.027671	0.1276	0	NA	NA	NA	5	20.581	0.027684	0.38901
histidine[c]	27	-2.8708	0.22171	0.83756	19.721	0.49025	0.84843	29.524	0.069348	0.17539	11	19.293	0.049231	0.20171	16	22.356	0.43945	0.75242
succinate[c]	15	-8.8914	0.72514	0.99976	23.326	0.1672	0.50967	28.638	0.016613	0.10952	4	17.793	0.028615	0.15884	11	22.712	0.13857	0.55484
trans-4-hydroxy-L-proline[c]	6	3.8464	0.12608	0.81038	-2.2504	0.88095	0.96738	19.231	0.059987	0.16147	3	16.351	0.040656	0.18682	3	10.846	0.38113	0.718
O2[m]	79	-14.561	0.62206	0.99976	33.052	0.4922	0.84982	46.623	0.035346	0.13586	28	21.731	0.074569	0.26188	51	41.925	0.23052	0.63481
trans-4-hydroxy-L-proline[m]	6	3.8464	0.12608	0.81038	-2.2504	0.88095	0.96738	19.231	0.059987	0.16147	3	16.351	0.040656	0.18682	3	10.846	0.38113	0.718
spermine[p]	5	-16.274	0.98609	0.99976	39.643	0.00029105	0.010815	18.736	0.054602	0.15065	0	NA	NA	NA	5	18.736	0.066023	0.53059
spermine monoaldehyde[c]	6	-14.798	0.96783	0.99976	30.798	0.009737	0.073297	15.751	0.16858	0.30301	0	NA	NA	NA	6	15.751	0.28385	0.64145
spermidine[p]	7	-7.2462	0.71104	0.99976	27.409	0.02825	0.14418	22.282	0.024791	0.1276	2	12.061	0.099698	0.30375	5	18.736	0.066023	0.53059
